,Redshift,8_9_fraction_nion_produced,9_10_fraction_nion_produced,10_11_fraction_nion_produced,11_12_fraction_nion_produced,correction_factor
1,4.12138438,0.0037675629041713592,0.08766507352,0.41905427677136087,0.47391782865097737,0.8929721054223383
2,4.191582795,0.003947629715777871,0.09124881347,0.4219998297697016,0.46722878914296784,0.8892286189126695
3,4.261784017,0.00433800994583338,0.09487521699,0.424974839753232,0.4605601760616652,0.8855350158148972
4,4.331985238,0.004559658111888041,0.0985016205,0.42796308181890147,0.45344098073867706,0.8814040625575785
5,4.402183653,0.0048319970095565875,0.1020853604,0.4312110279586111,0.44843136341956225,0.8796423913781733
6,4.472390488,0.005134814912340013,0.1057970911,0.43273553458091174,0.44304322985930406,0.8757787644402157
7,4.542586096,0.0053437130149979,0.1093381675,0.43374367987639423,0.43526131572953786,0.869004995605932
8,4.612792932,0.00589998515086494,0.1130498981,0.43862886679886776,0.42716932265444973,0.8657981894533175
9,4.682994153,0.006456212795676043,0.1166763017,0.4427211915937799,0.420460424945492,0.8631816165392718
10,4.753189761,0.007003979865659214,0.120217378,0.4457222386730179,0.4133940320462925,0.8591162707193104
11,4.823396597,0.007526026768641691,0.1239291087,0.448710719734541,0.4072250214321373,0.8559357411666784
12,4.893595011,0.008082232174198765,0.1275128486,0.45163968850336345,0.3998098835451603,0.8514495720485238
13,4.963796233,0.008682393528057277,0.1311392522,0.45460199631520776,0.3937499676837231,0.8483519639989309
14,5.037358708,0.009554930321079904,0.1342963564,0.45760906354047887,0.3860661979782263,0.8436752615187051
15,5.104234112,0.010550772347373814,0.1389306868,0.46147642731795613,0.37473574719402747,0.8362121745119836
16,5.174523893,0.011645700813830127,0.1439031887,0.466004930099679,0.36585885859676537,0.8318637886964444
17,5.244838646,0.01257090569305981,0.1492552709,0.4707343200775027,0.35490294280152324,0.825637262879026
18,5.315128427,0.013127835023592431,0.1542277728,0.47508128311613934,0.3467219992852168,0.8218032824013561
19,5.38544318,0.013675235278000073,0.159579855,0.4794969525238283,0.33480559203145105,0.8143025445552794
20,5.455732961,0.014209155150851584,0.1645523569,0.48401588467544027,0.32219643130947556,0.8062123159849158
21,5.526047714,0.015121672802440877,0.1699044392,0.4885460380311725,0.31336583262185563,0.8019118706530282
22,5.596337495,0.017148914288383152,0.1748769411,0.49327460373403254,0.3008439063201977,0.7941185100542303
23,5.666652248,0.019192538219948076,0.1802290233,0.497621187698392,0.2916204280771678,0.7892416157755597
24,5.738133093,0.020292390333075293,0.1848912881,0.5021129833219844,0.28046497176211826,0.7825779550841027
25,5.807215732,0.021397178212645487,0.1899296527,0.506554308277817,0.2724995267387697,0.7790538350165868
26,5.877515192,0.022768957866887585,0.1950492812,0.5110835125200583,0.2607912973553034,0.7718748098753617
27,5.947820266,0.024510697135913525,0.2002542368,0.5158137884963009,0.24905166114821128,0.7648654496445122
28,6.018139374,0.02553391703134237,0.2056725103,0.5197958795574851,0.23751080582968287,0.7573066853871679
29,6.088891509,0.026934057654190303,0.2130691981,0.5204092454715792,0.2312824253723245,0.7516916708439036
30,6.130993987,0.028215202888058927,0.219571164,0.5197314378006797,0.22652268555648075,0.7462541233571605
31,6.185810476,0.029456115074556415,0.2222919221,0.5183965742640156,0.22155335753109315,0.7399499317951088
32,6.257814613,0.03169140309570913,0.2277935718,0.5166871557346449,0.21394559014813955,0.7306327458827844
33,6.325359186,0.03398371928820511,0.2349823834,0.5151110189031464,0.20591776751720445,0.7210287864203508
34,6.395772322,0.036187042657904206,0.2418298865,0.5133953534319682,0.1999212970670045,0.7133166504989727
35,6.466182651,0.03835734637804038,0.2486347261,0.5117231700472659,0.19219433042806736,0.7039175004753332
36,6.536583156,0.04048642941551074,0.2552902431,0.5100787165025435,0.18460308530224542,0.694681801804789
37,6.607000503,0.04258640299236979,0.2622017416,0.5083752623809588,0.17837463600150044,0.6867498983824591
38,6.677401008,0.04471420349783811,0.2688572586,0.506760555354871,0.1702643848872398,0.6770249402421108
39,6.747808531,0.04685664895009735,0.2756194346,0.5050099689002736,0.1633066576423083,0.668316626542582
40,6.818224473,0.04897064632549689,0.2825096013,0.503346014362772,0.15661481647285125,0.6599608308356233
41,6.888620769,0.051098876223757396,0.289101123,0.5017273401600244,0.14829443122696037,0.6500217713869848
42,6.959036711,0.05324157785272533,0.2959912897,0.4999638997317817,0.14186533282649347,0.6418292325582752
43,7.029440024,0.05571213431873093,0.3026894703,0.4976884359738598,0.13534023663975678,0.6330286726136166
44,7.099829302,0.059268844728314764,0.309174333,0.4931947633655165,0.1295746712711984,0.6227694346367149
45,7.17021858,0.0625007481866061,0.3156591958,0.48903792583585853,0.12436694493547687,0.6134048707713354
46,7.240607858,0.0661269402299482,0.3221440585,0.4840955275704889,0.11835369528664512,0.602449222857134
47,7.310997136,0.06986689215790863,0.3286289213,0.4792505797569527,0.11312342421471214,0.5923740039716648
48,7.381390625,0.07323910846366712,0.3351777794,0.4747403512860791,0.10734778522411989,0.582088136510199
49,7.451777096,0.07726444015503021,0.3416199786,0.47064126429879005,0.10198645241538959,0.5726277167141797
50,7.522170584,0.08078405495590486,0.3481688367,0.46584536689370826,0.0960418468985307,0.5618872137922389
51,7.592559863,0.08261697702075443,0.3546536995,0.46079936244387965,0.0905739253615335,0.5513732878054132
52,7.662949141,0.0892493114467429,0.3611385622,0.45622834153023883,0.0849810079653027,0.5412093494955416
53,7.733342629,0.09306508376022489,0.3676874204,0.45191750605226894,0.07948175367837204,0.531399259730641
54,7.803727697,0.09512677753871354,0.3741082878,0.44737507658469217,0.07412276185983314,0.5214978384445254
55,7.874116975,0.09890872923694377,0.3805931505,0.4424347134892129,0.0684245889068912,0.5108593023961041
56,7.944510464,0.10254662285636588,0.3871420086,0.4380153906820242,0.06281186727137088,0.5008272579533951
57,8.013678845,0.10557490460549328,0.3934836437,0.43284898131646016,0.05863603540065195,0.4914850167171121
58,8.085847576,0.10955610616527245,0.4005454805,0.4255956265285071,0.05655721376364275,0.48215284029214983
59,8.156846068,0.11436056202439704,0.4059322948,0.42009858963236274,0.05421527861651845,0.4743138682488812
60,8.228350919,0.11921955000685594,0.4075067531,0.4100536505878192,0.05184644317299408,0.46190009376081326
61,8.295814094,0.12363455798261606,0.4097963647,0.4096238866752717,0.049544481713537356,0.4591683683888091
62,8.362539638,0.1280347066402287,0.4143011637,0.39896563607216057,0.047332573561529596,0.44629820963369016
63,8.437081036,0.13301286675844154,0.4221332473,0.3922177531381277,0.04479500213580903,0.4370127552739367
64,8.505299244,0.1377074231393807,0.425983908,0.38531182894422067,0.04253585642420929,0.42784768536843
65,8.576525384,0.14255692699205746,0.4303159014,0.378216915609431,0.040107902626075435,0.41832481823550643
66,8.647756275,0.14731399883759527,0.4347200946,0.3720089580647703,0.03770954181613705,0.40971849988090736
67,8.719970414,0.1520411958940912,0.4391964877,0.3644364160248365,0.035282175812409916,0.39971859183724645
68,8.788314496,0.1565545351022873,0.4437210141,0.3583727169701122,0.03294473305412873,0.3913174500242409
69,8.856532704,0.16124895765417976,0.4475716748,0.35152702279230513,0.030688276122571953,0.3822152989148771
70,8.927758844,0.16609859530407914,0.4519036682,0.3445325579402084,0.02825763353271018,0.37279019147291853
71,8.998482503,0.17078301697653425,0.4560345332,0.3384906158326395,0.025918283399975577,0.3644088992326151
72,9.06769165,0.1757336836963694,0.4606940047,0.3302356454226056,0.02431803112786002,0.3545536765504656
73,9.138993611,0.1815877401142563,0.46493903,0.3219070756536217,0.0228300752338771,0.3447371508874988
74,9.20921448,0.18759391393485736,0.4688640785,0.31411044216422157,0.021537265409251213,0.3356477075734728
75,9.279429736,0.19361591087856947,0.4727037998,0.3041678740299692,0.0200852712548761,0.3242531452848453
76,9.349644991,0.19966157095240042,0.4765435212,0.29556260169698056,0.01871087503243263,0.3142734767294132
77,9.419860247,0.20570723108753286,0.4803832426,0.28880039274950625,0.017297046779505307,0.3060974395290116
78,9.490075503,0.2117528912470508,0.4842229639,0.2788225297276668,0.01592430665506715,0.29474683638273397
79,9.560290758,0.2177854473117663,0.4880626853,0.2690196373685345,0.014467730864939372,0.28348736823347387
80,9.630511628,0.22383654541117715,0.4919877338,0.2618678539207311,0.013179979824628279,0.27504783374535935
81,9.70072127,0.22993354214183306,0.4957421281,0.25337072099727925,0.011680403945105408,0.26505112494238464
82,9.770936525,0.2350035019422104,0.4995818494,0.243469312857159,0.010355759400761376,0.2538250722579204
83,9.841151781,0.24400296041995595,0.5034215708,0.2352341313587185,0.009821864450001865,0.24505599580872037
84,9.911372651,0.248350257057605,0.5073466193,0.2280373769455095,0.008072135111882246,0.23610951205739172
85,9.981582293,0.2539998945794325,0.5111010135,0.21822329323361842,0.005995896667000926,0.22421918990061934
86,10.05176387,0.2599239813191233,0.5144287721,0.2111154862928939,0.00574756147265153,0.21686304776554544
87,10.12175738,0.264620750685567,0.5148980713,0.20915305017621227,0.004764388528714089,0.21391743870492635
88,10.19173967,0.2687751789594667,0.5151967163,0.205041978896995,0.0045498737640709075,0.2095918526610659
89,10.26171635,0.2727008337038595,0.5154100342,0.20101561436905444,0.004300456215,0.20531607058405443
90,10.33170706,0.27698353879779725,0.5158366699,0.19698844321811995,0.004294806762858849,0.2012832499809788
91,10.4016697,0.2809559585264632,0.5158366699,0.19296024079560167,0.0040803074003246615,0.19704054819592634
92,10.47163235,0.28540321525935775,0.5158366699,0.18885167935311245,0.003831156936,0.19268283628911245
93,10.54160902,0.28975659830270595,0.5160499877,0.18482863331796243,0.0038265280166320556,0.18865516133459448
94,10.61158851,0.2936650043804091,0.5163059692,0.18088078281849423,0.003652281173152513,0.18453306399164673
95,10.68157641,0.297977693960135,0.5166899413,0.17677177922734547,0.003361857658,0.18013363688534548
96,10.75154467,0.3021188207915241,0.5167752685,0.17274154939118108,0.003358242298570821,0.1760997916897519
97,10.82150731,0.30626396095677566,0.5167752685,0.16863937276032187,0.0032241829629498864,0.17186355572327175
98,10.89147837,0.3103608210085135,0.5169032592,0.16468929335859453,0.002892558379,0.16758185173759452
99,10.96146347,0.31424290345380995,0.5172445677,0.16051199285024287,0.0028913156990309605,0.16340330854927382
100,11.03143734,0.31851994069330525,0.517415222,0.15535813199065704,0.0028373779281084042,0.15819550991876544
101,11.10125403,0.32594897227517505,0.5151967163,0.14925730650526345,0.0024232591,0.15168056560526344
102,11.17099212,0.33479779259329434,0.5117836307,0.14347219013873652,0.0024232591,0.1458954492387365
103,11.24073583,0.34374229820277624,0.5084558721,0.13813998209197115,0.0024232591,0.14056324119197114
104,11.31047393,0.3527973330478023,0.5050427865,0.13225272482772588,0.0024170816464580127,0.1346698064741839
105,11.38021203,0.36185079532768283,0.5016297008,0.1267421540296726,0.0020800042045346547,0.12882215823420726
106,11.44995293,0.370751340226248,0.4982592787,0.12115304755183787,0.001953959822,0.12310700737383787
107,11.51970226,0.3797347864212069,0.4950168474,0.11561671898661025,0.001953959822,0.11757067880861025
108,11.58948246,0.3888255318766455,0.4922437153,0.11018316303969745,0.0019531278686340894,0.11213629090833155
109,11.65918968,0.3977604782846991,0.4883613303,0.10455668634883532,0.0018249555315519802,0.1063816418803873
110,11.72895585,0.406731096661119,0.4853748804,0.09916338245267108,0.001484660543,0.10064804299567108
111,11.79873324,0.41579764800566726,0.4825590847,0.09332963250918246,0.001484660543,0.09481429305218246
112,11.86840116,0.4247873334264124,0.4780794098,0.08824492612568284,0.001484660543,0.08972958666868285
113,11.93813365,0.43373286111092196,0.4745809969,0.08217645738761158,0.001484660543,0.08366111793061158
114,12.00787736,0.44268722409403344,0.4712532384,0.07716290893475643,0.0015267764213002348,0.07868968535605667
115,12.08088221,0.4513361233548184,0.4659345133,0.07471075819718842,0.0010566985167318182,0.07576745671392024
116,12.14886612,0.4566345984844687,0.4605636437,0.07184112784418924,0.001015361264,0.07285648910818923
117,12.21510181,0.4690077005632498,0.4565485277,0.06900580520225628,0.001015361264,0.07002116646625628
118,12.28642732,0.4744690409186503,0.4514840063,0.06590986679033176,0.001015361264,0.06692522805433175
119,12.35650909,0.4823140332852091,0.4468496759,0.06295264511695722,0.001015361264,0.06396800638095722
120,12.4239394,0.48983654178703884,0.4424248542,0.060066185305160356,0.001015361264,0.06108154656916036
121,12.49200073,0.4974004250586781,0.4374636904,0.057152713686536676,0.001015361264,0.05816807495053668
122,12.56303602,0.5053613542182234,0.4324187231,0.054111936658257045,0.001015361264,0.05512729792225705
123,12.63104858,0.512943498087514,0.4278095338,0.05124070591766608,0.001015361264,0.05225606718166608
124,12.69587422,0.520170082044112,0.423384712,0.04846837328660189,0.001015361264,0.04948373455060189
125,12.76425606,0.5278417594025763,0.4186917192,0.04554118137451307,0.001015361264,0.046556542638513075
126,12.83924335,0.5361723468498878,0.4132947775,0.042331233155759034,0.001015361264,0.043346594419759035
127,12.91101383,0.544209406247933,0.4088364344,0.03925898516672371,0.001015361264,0.04027434643072371
128,12.97741674,0.5516403735120009,0.4039870085,0.03641650479645547,0.0007266575066000236,0.0371431623030555
129,13.04500754,0.5592637189507684,0.3989518183,0.03389611598932566,0.0005701090293952425,0.0344662250187209
130,13.10062968,0.5657764218081793,0.3918181605,0.03219906230667094,0.0005460619859,0.03274512429257094
131,13.16026181,0.5728816900275558,0.3864860562,0.030450223858716683,0.0005460619859,0.030996285844616684
132,13.20349639,0.5780535750043683,0.379006599,0.02919437074732547,0.0005460619859,0.02974043273322547
133,13.26124027,0.5849540471558266,0.3745482558,0.027571600634364996,0.0005460619859,0.028117662620264997
134,13.30448064,0.5900948706701734,0.3671567922,0.026331308282010805,0.0005460619859,0.026877370267910806
135,13.3622689,0.5970094182653282,0.3629702515,0.024654176206732447,0.0005460619859,0.025200238192632448
136,13.39910478,0.6014035745188797,0.355711756,0.023573885989541726,0.0005460619859,0.024119947975441727
137,13.45689677,0.6082602210559389,0.3515819224,0.02191193780449758,0.0005460619859,0.02245799979039758
138,13.50013135,0.6134392846880278,0.3441024651,0.02068710017693838,0.0005460619859,0.02123316216283838
139,13.55787523,0.6203564151165808,0.339644122,0.019045844171798408,0.0005460619859,0.01959190615769841
140,13.60111561,0.6255344345537149,0.3322526583,0.017777728605888252,0.0005460619859,0.018323790591788253
141,13.6588537,0.6324335426871784,0.3277063216,0.016112748601379318,0.0005460619859,0.01665881058727932
142,13.702096,0.6375787884323735,0.3203441892,0.014895115853245856,0.0005460619859,0.015441177839145856
143,13.75984181,0.6444653049297842,0.3159151772,0.013289095166754817,0.0005460619859,0.013835157152654817
144,13.80307639,0.6496443678274457,0.30843572,0.011994681893027779,0.0005460619859,0.012540743878927778
145,13.86081641,0.6565448462964759,0.3039187144,0.007167447678135174,0.00021137709679631755,0.007378824774931492
146,13.90405871,0.6616958466238692,0.296556582,0.004704804124842297,0.0,0.004704804124842297
147,13.96179873,0.6685730371732108,0.2920395764,0.004630667291195633,0.0,0.004630667291195633
148,14.00503331,0.6737521008052997,0.2845601192,0.005447482618531164,0.0,0.005447482618531164
149,14.06045133,0.6807814127418903,0.2805372316,0.005127343732351658,0.0,0.005127343732351658
150,14.08970416,0.6845634309212589,0.2715483454,0.004766400452805277,0.0,0.004766400452805277
151,14.14279315,0.6918459916353502,0.262663512,0.0045721100842781946,0.0,0.0045721100842781946
152,14.19408837,0.6990890461270873,0.2518851569,0.004298090015159206,0.0,0.004298090015159206
153,14.24429297,0.7061795137137488,0.241589904,0.003991816980859568,0.0,0.003991816980859568
154,14.29449564,0.7130210408197796,0.2312653198,0.0036855556903570355,0.0,0.0036855556903570355
155,14.34469831,0.7201910067645086,0.2209407357,0.003379294440064675,0.0,0.003379294440064675
156,14.39490099,0.7272747655943977,0.2106161516,0.003056942617195925,0.0,0.003056942617195925
157,14.44510366,0.7342184033977769,0.2002915674,0.0027240911122376568,0.0,0.0027240911122376568
158,14.49530633,0.7413454620386114,0.1899669833,0.0024178298655276494,0.0,0.0024178298655276494
159,14.54551479,0.7484045201298325,0.1797303928,0.0021115332645660566,0.0,0.0021115332645660566
160,14.5957194,0.7554304045714446,0.1694351399,0.0018052601542594855,0.0,0.0018052601542594855
161,14.64592207,0.7624673194020289,0.1591105557,0.001498998907549489,0.0,0.001498998907549489
162,14.69612474,0.7696053492136451,0.1487859716,0.001484660543,0.0,0.001484660543
163,14.74632742,0.7766449285932366,0.1384613875,0.0012961379358871605,0.0,0.0012961379358871605
164,14.79653009,0.7835400327395171,0.1281368034,0.001015361264,0.0,0.001015361264
165,14.84673855,0.7907280051568167,0.1179002128,0.001015361264,0.0,0.001015361264
166,14.89694122,0.7977470679945277,0.1075756287,0.0008022759764315683,0.0,0.0008022759764315683
167,14.94714583,0.804712519697252,0.09728037579,0.000608118357217554,0.0,0.000608118357217554
168,14.99735236,0.8118551497915474,0.08701445407,0.0005468810563407926,0.0,0.0005468810563407926
169,15.03783199,0.8176798519499782,0.07928405206,0.002132925221700466,0.0,0.002132925221700466
